approval_number,name,address,city,postcode,region,country,section,activity,slaughter,species,remarks,date_of_approval,publication_date
DE BW 54006,"""Die Metzgerei"" GmbH & Co. KG",Friedrichstraße 41,Altenheim,77743,"Ortenaukreis,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,RM,SH,Y,bovine porcine caprine ovine,SH - Slaughterhouse,,
DE-NI-10017 EG,A. Rolfes GmbH,Norderstraße 52,Detern,26847,"Landkreis Leer,Lower Saxony",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 70640 EG,A.F.G. Allgäu Fleisch GmbH,Bleicherstraße 18,Kempten (Allgäu),87437,"Kempten (Allgäu),Swabia,Bavaria",Germany,RM,SH CP,Y,bovine,SH - Slaughterhouse | CP - Cutting Plant,,
DE BY 77128 EG A,ABP GmbH,Rudolf-Diesel-Straße 10,Buchloe,86807,"Landkreis Ostallgäu,Swabia,Bavaria",Germany,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
DE NW 70481,AK - ET Fleischgroßhandel Israfil Duman,Röhfeldstraße 21,Bonn,53227,"Bonn,Cologne Government Region,North Rhine-Westphalia",Germany,RM,CP,N,bovine ovine,CP - Cutting Plant,,
DE BW 13009 EG,"Abele, Michael",Hofgut Bernau,Herbrechtingen,89542,"Landkreis Heidenheim,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE EZ 251,Adler Schwarzwald GmbH&Co. KG,Am Lindenbuck 3,Bonndorf,79848,"Landkreis Waldshut,Regierungsbezirk Freiburg,Baden-Württemberg",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE EZ 435,Ahlener Fleischhandel GmbH,Kruppstraße 18,Ahlen,59227,"Kreis Warendorf,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
DE NW 81435,Ahlener Schinken-Center GmbH & Co. KG,Ahlener Schinken-Center GmbH & Co. KG Kruppstraße 18 59227 Ahlen Deutschland,Ahlen,59227,"Kreis Warendorf,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,,CP - Cutting Plant,,
DE NI 10757,AkEt Fleischhandelsgesellschaft mbH,Röpkestraße 12,Hanover,30173,Landeshauptstadt Hannover,Germany,RM,CP,N,bovine ovine,CP - Cutting Plant,,
HB 00159,Albert Cordts Fleischgroßhandel GmbH & Co. KG,Schlachthofstraße 18,Bremerhaven,27576,"Bremerhaven,Free and Hanseatic City of Bremen",Germany,RM,CP,N,bovine,CP - Cutting Plant,,
ES 44,Albert Cordts Fleischgroßhandel GmbH & Co. KG,Schlachthofstraße18,Bremerhaven,27576,"Bremerhaven,Free and Hanseatic City of Bremen",Germany,RM,SH,Y,bovine,SH - Slaughterhouse,,
DE SL 90013,Alexander Keller,Hauptstraße 6,Freisen,66629,"Landkreis St. Wendel,Saarland",Germany,RM,CP SH,Y,caprine ovine porcine bovine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 70495,Allgäu Fresh Foods GmbH & Co. KG,Ursulasrieder Straße2,Kempten (Allgäu),87437,"Kempten (Allgäu),Swabia,Bavaria",Germany,RM,CP,N,bovine ovine porcine,CP - Cutting Plant,,
TH 01829,Altenburger Fleisch GmbH & Co. KG,Am Poschwitzer Park 7,Altenburg,04600,"Landkreis Altenburger Land,Thuringia",Germany,RM,CP SH,Y,bovine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NW 70585 EG,Andreas Gehlen Fleisch und Wurstschmiede,Haperscheid 41,Schleiden,53937,"Kreis Euskirchen,Cologne Government Region,North Rhine-Westphalia",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 10580 EG,Andreas Gigglinger,Schmidhausen 1a,Tuntenhausen,83104,"Landkreis Rosenheim,Upper Bavaria,Bavaria",Germany,RM,SH CP,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse | CP - Cutting Plant,,
DE BY 10756 EG,Attenberger Fleisch GmbH,Zenettistraße 10,Munich,80337,"Munich,Upper Bavaria,Bavaria",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE EZ 683,Aulbach GmbH & Co. KG,Industriestraße 7,Hösbach,63768,"Landkreis Aschaffenburg,Lower Franconia,Bavaria",Germany,RM,CP,N,bovine caprine ovine equine porcine,CP - Cutting Plant,,
DE NW 90281,BIG Fleisch- und Großhandel GmbH,Schultenstraße 83,Oer-Erkenschwick,45739,"Kreis Recklinghausen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,bovine,CP - Cutting Plant,,
DE NI 11503,BMR Schlachthof Garrel GmbH,Dieselstr. 16 a,Garrel,49681,"Landkreis Cloppenburg,Lower Saxony",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE NW 90362,Baba-et GmbH,Friedrichstraße 33b,Castrop-Rauxel,44581,"Kreis Recklinghausen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,bovine,CP - Cutting Plant,,
DE BY 20432 EG,"Bablitzka, Peter",Kohlstattstr. 13 - 15,Breitenberg,94139,"Landkreis Passau,Lower Bavaria,Bavaria",Germany,RM,CP SH,Y,bovine caprine ovine porcine equine,CP - Cutting Plant | SH - Slaughterhouse,,
DE TH EZ 2024 EG,Baraneck / Fleischzerlegung,"Porphyrstr. 1, 04600 Altenburg",Altenburg,04600,"Landkreis Altenburger Land,Thuringia",Germany,RM,CP,N,,CP - Cutting Plant,,
DE BY 61000,Bauer Fleisch GmbH,Dammer Weg 60-62,Goldbach,63773,"Landkreis Aschaffenburg,Lower Franconia,Bavaria",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE-HE 10125 EG,Baumann GmbH & Co. KG,Am Pariser Weg 25,Viernheim,68519,"Kreis Bergstraße,Regierungsbezirk Darmstadt,Hesse",Germany,RM,CP SH,Y,bovine caprine ovine,CP - Cutting Plant | SH - Slaughterhouse,,
DE EZ 595,Baumeister EG-Zerlegebetrieb GmbH,Alter Weg 40,Ahaus,48683,"Kreis Borken,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,,CP - Cutting Plant,,
DE BY 11057,Bayernfleisch GmbH,Industriestraße 8,Traunstein,83278,"Landkreis Traunstein,Upper Bavaria,Bavaria",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE BY 40007 EG,Bayreuther Fleisch GmbH,Drossenfelder Straße 11,Bayreuth,95445,"Bayreuth,Upper Franconia,Bavaria",Germany,RM,CP SH,Y,bovine porcine caprine ovine equine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BW 01102 EG,Beck GmbH & Co. KG,OT Neu-Kupfer Flurweg 21,Kupferzell,74635,"Hohenlohekreis,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NI 11020,Bedford GmbH + Co. KG,Traiteur-Platz 1,Osnabrück,49090,"Osnabrück,Lower Saxony",Germany,RM,CP,N,,CP - Cutting Plant,,
DE NI 18930 EG,Beef & Basics GmbH,Haupstr. 6,Jelmstorf,29549,"Landkreis Uelzen,Lower Saxony",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE BW 13029 EG,"Beiswanger, Siglinde",Ziegelhütte,Königsbronn,89551,"Landkreis Heidenheim,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE SL 30020,Bereket Meat Company Fleischhandel,Völklinger Straße 53-55,Völklingen,66333,"Regionalverband Saarbrücken,Saarland",Germany,RM,CP,N,,CP - Cutting Plant,,
"DE ES 269EG, DE EZ 295 EG",Bernhard Frenken GmbH,Paradiesstraße 19,Duren,52349,"Kreis Düren,Cologne Government Region,North Rhine-Westphalia",Germany,RM,CP SH,Y,porcine bovine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BW 13011 EG,Bioland Metzgerei und Backwaren Rainer Bihlmaier,Ugenhof 5,Herbrechtingen,89542,"Landkreis Heidenheim,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,CP,N,,CP - Cutting Plant,,
DE HH 00032,Block House Fleischerei GmbH,Lademannbogen 127,Hamburg,22339,Hamburg,Germany,RM,CP,N,,CP - Cutting Plant,,
DE EZ 1405 EG,Blömer Fleisch GmbH,OT Vorland Dorfstraße 11a,Splietsdorf,18513,"Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern",Germany,RM,CP,N,,CP - Cutting Plant,,
DE NW 00120 EG,Bochumer Fleisch GmbH & Co. KG,Freudenbergstraße 45 K,Bochum,44809,"Bochum,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,SH CP,Y,bovine,SH - Slaughterhouse | CP - Cutting Plant,,
DE NW 60417,Boeser Frischfleisch GmbH,Gottlieb-Daimler-Straße1,Frechen,50226,"Rhein-Erft-Kreis,Cologne Government Region,North Rhine-Westphalia",Germany,RM,CP,N,porcine bovine,CP - Cutting Plant,,
DE NW 84025,Boeser Frischfleisch GmbH,Eggeroder Straße 8,Schöppingen,48624,"Kreis Borken,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
DE EZ 494 EG,Brand Qualitätsfleisch GmbH & Co. KG,Brandstr. 21,Lohne,49393,"Landkreis Vechta,Lower Saxony",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
DE ES 161 EG,Brand Qualitätsfleisch GmbH & Co.KG,Brandstraße 21,Lohne,49393,"Landkreis Vechta,Lower Saxony",Germany,RM,SH,Y,porcine,SH - Slaughterhouse,,
DE NW 88558,Buß Byproducts GmbH,Emscherstraße 43,Gelsenkirchen,45891,"Gelsenkirchen,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE BW 01005,Bäuerliche Erzeugergemeinschaft Schwäbisch Hall AG,Raiffeisenstr. 18,Schwäbisch Hall,74523,"Landkreis Schwäbisch Hall,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,CP SH,Y,bovine caprine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE BY 30177 EG,Bäuerliche Schlachtgemeinschaft Moosbach-Waidhaus e.V.,An der Burgtreswitzer Str. 1,Moosbach,92709,"Landkreis Neustadt an der Waldnaab,Upper Palatinate,Bavaria",Germany,RM,SH,Y,bovine ovine,SH - Slaughterhouse,,
DE NI 11050 EG,Böseler Goldschmaus GmbH & Co. KG,Schlachthofstr. 36,Oldenburg,26135,"Oldenburg,Lower Saxony",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE NI 10078 EG,Böseler Goldschmaus GmbH & Co. KG,Industriestraße 10-12,Garrel,49681,"Landkreis Cloppenburg,Lower Saxony",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE BW 01117,CDS Hackner GmbH,Rossfelder Straße 52/5,Crailsheim,74564,"Landkreis Schwäbisch Hall,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,CP,N,,CP - Cutting Plant,,
DE NI 60606,Carne Fleischhandel GmbH,Industriestraße 8,Edewecht,26188,"Landkreis Ammerland,Lower Saxony",Germany,RM,CP,N,,CP - Cutting Plant,,
DE HH 00057,Chefs Culinar Nord GmbH & Co. KG,Winsbergring 25,Hamburg,22525,Hamburg,Germany,RM,CP,N,,CP - Cutting Plant,,
DE MV 51201,Chefs Culinar Nord-Ost GmbH & Co. KG,Ernst-Abbe-Straße 2,Neubrandenburg,17033,"Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern",Germany,RM,CP,N,bovine caprine ovine equine,CP - Cutting Plant,,
DE ST 01753,Chefs Culinar Ost GmbH & Co. KG,OT Zorbau Patterken 2,Lützen,06686,"Burgenlandkreis,Saxony-Anhalt",Germany,RM,CP,N,bovine ovine porcine,CP - Cutting Plant,,
DE BY 10426 EG,Christian Spitzauer e.K. Vieh- und Fleischhandel,OT Leobendorf Bergstraße 26,Laufen (Salzach),83410,"Landkreis Berchtesgadener Land,Upper Bavaria,Bavaria",Germany,RM,SH,Y,bovine,SH - Slaughterhouse,,
DE NW 70528 EG,City südländische Feinkost GmbH,Marktstraße 10,Cologne,50968,"Cologne,Cologne Government Region,North Rhine-Westphalia",Germany,RM,CP,N,bovine ovine,CP - Cutting Plant,,
DE BY 50541 EG,Contifleisch GmbH,Dechsendorfer Str. 11,Erlangen,91054,"Erlangen,Middle Franconia,Bavaria",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
DE NI 10848 EG,Crown Meat GmbH,Charlottenstraße 9-11,Nordhorn,48529,"Landkreis Grafschaft Bentheim,Lower Saxony",Germany,RM,CP,N,,CP - Cutting Plant,,
NI 11906,Danish Crown Fleisch GmbH,Waldstraße 7,Essen (Oldenburg),49632,"Landkreis Cloppenburg,Lower Saxony",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
DE NI 11906 EG,Danish Crown Fleisch GmbH,Waldstraße 7,Essen (Oldenburg),49632,"Landkreis Cloppenburg,Lower Saxony",Germany,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE MV EZ 202 EG,Danish Crown GmbH - Zweigniederlassung Boizenburg,Gülzer Straße 8,Boizenburg/Elbe,19258,"Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern",Germany,RM,CP,N,,CP - Cutting Plant,,
DE NI 10845,"Danish Crown GmbH, Zweigbetrieb Dinklage",Schwege 52,Dinklage,49413,"Landkreis Vechta,Lower Saxony",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
DESH-EZ1 EG,Danish Crown Schlachtzentrum Nordfriesland GmbH,Maas 10 + 12,Husum,25813,"Kreis Nordfriesland,Schleswig-Holstein",Germany,RM,CP,N,,CP - Cutting Plant,,
DE ES2 EG,Danish Crown Schlachtzentrum Nordfriesland GmbH,Maas 10 - 12,Husum,25813,"Kreis Nordfriesland,Schleswig-Holstein",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE EZ 773 EG,Danish Crown Teterower Fleisch GmbH,Koppelbergstraße 2,Teterow,17166,"Landkreis Rostock,Mecklenburg-Vorpommern",Germany,RM,CP,N,bovine,CP - Cutting Plant,,
DE ES 773 EG,Danish Crown Teterower Fleisch GmbH - Schlachtbetrieb,Koppelbergstraße 2,Teterow,17166,"Landkreis Rostock,Mecklenburg-Vorpommern",Germany,RM,SH,Y,bovine,SH - Slaughterhouse,,
DE SH 00555 EG,Delta Fleisch Handels GmbH,Beim Umspannwerk 11,Norderstedt,22844,"Kreis Segeberg,Schleswig-Holstein",Germany,RM,CP,N,bovine porcine ovine,CP - Cutting Plant,,
DE SH 00204 EG,Dogutürk GmbH,Dorfstr. 24,Haselau,25489,"Kreis Pinneberg,Schleswig-Holstein",Germany,RM,SH,Y,bovine ovine,SH - Slaughterhouse,,
SL 40016,Dostlar GmbH Dönerproduktion,Im Langental 7,Neunkirchen,66539,"Landkreis Neunkirchen,Saarland",Germany,RM,CP,N,,CP - Cutting Plant,,
DE NI 12384 EG,Düringer Fleischkontor Engelbert Stukenborg GmbH & Co. KG,Lunestedter Straße 40,Loxstedt,27612,"Landkreis Cuxhaven,Lower Saxony",Germany,RM,CP SH,Y,porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE NI 11023,EG Fleischwarenfabrik Dieter Hein GmbH & Co. KG,Hansastraße 8-10,Hasbergen,49205,"Landkreis Osnabrück,Lower Saxony",Germany,RM,CP,N,bovine ovine porcine,CP - Cutting Plant,,
DE ES 851 EG,EG-Schlachterei Greve GmbH,Ohlrade 4,Erfde,24803,"Kreis Schleswig-Flensburg,Schleswig-Holstein",Germany,RM,SH,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse,,
DE BY 21143,EGN Vilshofen GmbH,Aidenbacher Straße 78,Vilshofen an der Donau,94474,"Landkreis Passau,Lower Bavaria,Bavaria",Germany,RM,SH CP,Y,porcine,SH - Slaughterhouse | CP - Cutting Plant,,
"DE EZ 1441, DE ES 1441",Eifelfleisch Müller GmbH,Vulkanring 22,Gerolstein,54568,"Landkreis Vulkaneifel,Rhineland-Palatinate",Germany,RM,CP SH,Y,bovine caprine ovine equine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
EZ 958,Elfering Export GmbH,Enscheder Str. 37,Ahaus,48683,"Kreis Borken,Regierungsbezirk Münster,North Rhine-Westphalia",Germany,RM,CP,N,porcine bovine,CP - Cutting Plant,,
NW 10539,Elias Konze,Alstedder Str. 271,Lünen,44534,"Kreis Unna,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,CP SH,Y,caprine ovine,CP - Cutting Plant | SH - Slaughterhouse,,
"DE BW 07109, DE BW 07110",Emil Färber GmbH & Co. KG,Flachsstraße 46,Mengen,88512,"Landkreis Sigmaringen,Regierungsbezirk Tübingen,Baden-Württemberg",Germany,RM,CP SH,Y,bovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE EZ 474 EWG,Emil Färber GmbH & Co. KG,Schlachthofstraße 7,Zweibrücken,66482,"Zweibrücken,Rhineland-Palatinate",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE BY 40421 EG,Emil Färber GmbH & Co. KG,E.-C.-Baumann Str. 19,Kulmbach,95326,"Landkreis Kulmbach,Upper Franconia,Bavaria",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE BY 10724,"Emin Fleisch GmbH, Fleischgroßhandel",Zenettistraße 10,Munich,80337,"Munich,Upper Bavaria,Bavaria",Germany,RM,CP,N,,CP - Cutting Plant,,
DE BY 50539 EG,Erlanger Schlachthof GmbH,Dechsendorferstr. 11,Erlangen,91054,"Erlangen,Middle Franconia,Bavaria",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 30025 EG,Ernst Breu,Schwellweg 16,Eschlkam,93458,"Landkreis Cham,Upper Palatinate,Bavaria",Germany,RM,SH,Y,bovine ovine caprine porcine,SH - Slaughterhouse,,
DE HE 30440,Erzeugerschlachthof Kurhessen AG,Kruppstrasse 6,Fulda,36041,"Landkreis Fulda,Regierungsbezirk Kassel,Hesse",Germany,RM,SH,Y,caprine ovine porcine bovine,SH - Slaughterhouse,,
DE NI 11201 EG,FHG Fleischhandelsgesellschaft mbH,Wiesendamm 1,Wittingen,29378,"Landkreis Gifhorn,Lower Saxony",Germany,RM,CP,N,,CP - Cutting Plant,,
ES424 + EZ653,FVV Jedowski Unna GmbH,Otto-Hahn-Str. 20,Unna,59423,"Kreis Unna,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,SH CP,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse | CP - Cutting Plant,,
DE-BY 21222,FZK GmbH Frische-Zentrum-Kreipl,Flugplatzstr. 45,Atting,94348,"Landkreis Straubing-Bogen,Lower Bavaria,Bavaria",Germany,RM,CP,N,bovine caprine ovine equine,CP - Cutting Plant,,
DE BW 13019 EG,Fleisch- und Wurstwaren Geyer,Allewind 7/1,Hermaringen,89568,"Landkreis Heidenheim,Regierungsbezirk Stuttgart,Baden-Württemberg",Germany,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
DE TH 00839,Fleisch- und Wurstwaren Schmalkalden GmbH - Thüringen,An der Auehütte 21,Schmalkalden,98574,"Landkreis Schmalkalden-Meiningen,Thuringia",Germany,RM,SH CP,Y,bovine caprine ovine porcine equine,SH - Slaughterhouse | CP - Cutting Plant,,
DE EZ 996 EG,Fleischcenter Perleberg GmbH & Co KG,Buchholzer Chaussee 24,Quitzow,19348,"Landkreis Prignitz,Brandenburg",Germany,RM,SH CP,Y,,SH - Slaughterhouse | CP - Cutting Plant,,
000,Fleischcenter Perleberg GmbH & Co. KG,Buchholzer Chaussee 24,Perleberg,19348,"Landkreis Prignitz,Brandenburg",Germany,RM,CP SH,Y,,CP - Cutting Plant | SH - Slaughterhouse,,
SN10686,"Fleischer-Einkauf Leipzig AG, Niederlassung Döbeln",August-Julius-Clemen-Str. 1,Döbeln,04720,"Landkreis Mittelsachsen,Saxony",Germany,RM,CP,N,,CP - Cutting Plant,,
DE HE 20263 EG,Fleischerei ALTINKÜPE Fleisch- und Viehhandel e.K.,Hauptstraße15,Aßlar,35614,,Germany,RM,SH,Y,,"Lahn-Dill-Kreis,Regierungsbezirk Gießen,Hesse | SH - Slaughterhouse",,
DE MV 21007 EG,Fleischerei Ernst Magdeburg GmbH,Plattenweg 1,Stäbelow,18198,"Landkreis Rostock,Mecklenburg-Vorpommern",Germany,RM,CP SH,Y,caprine ovine porcine,CP - Cutting Plant | SH - Slaughterhouse,,
DE RP 07002 EG,Fleischerei Juchems OHG,Prümerstraße 11,Stadtkyll,54589,"Landkreis Vulkaneifel,Rhineland-Palatinate",Germany,RM,SH CP,Y,bovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
DE NW 70560 EG,Fleischerei Klaus Genter,Kirchstraße 36,Simmerath,52152,"Städteregion Aachen,Cologne Government Region,North Rhine-Westphalia",Germany,RM,SH,Y,bovine caprine ovine porcine,SH - Slaughterhouse,,
DE NW 30097,Fleischerei Münch,Breitscheidstraße 1,Bielefeld,33649,"Bielefeld,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,RM,CP SH,Y,ovine porcine bovine,CP - Cutting Plant | SH - Slaughterhouse,,
SN 20115,Fleischerei Ralf Weber,Seifhennersdorfer Str. 4,Leutersdorf,02794,"Landkreis Görlitz,Saxony",Germany,RM,SH,Y,bovine caprine porcine ovine,SH - Slaughterhouse,,
DE NI 10764,Fleischgroßhandel Demirci,Dornierstraße 1,Hanover,30179,Landeshauptstadt Hannover,Germany,RM,CP,N,,CP - Cutting Plant,,
D EZ NW 204 EWG,Fleischgroßhandel Kleff e.K.,Oberer Westring 35,Büren,33142,"Kreis Paderborn,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,RM,CP,N,,CP - Cutting Plant,,
DE BY 50500,Fleischhandelsgesellschaft Henke mbH,Walkmühlweg 105,Feuchtwangen,91555,"Ansbach (district),Middle Franconia,Bavaria",Germany,RM,CP,N,bovine caprine ovine equine porcine,CP - Cutting Plant,,
DE BY 50525,Fleischmanufaktur Haspel e.K.,Industriestraße 11,Dombühl,91601,"Ansbach (district),Middle Franconia,Bavaria",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE BY 11071,Fleischmarkt München Süd GmbH,Zenettistraße 6,Munich,80337,"Munich,Upper Bavaria,Bavaria",Germany,RM,CP,N,bovine ovine porcine,CP - Cutting Plant,,
ES 411 / EZ 604,Fleischmarkt Olpe GmbH,Friedrichsthaler Straße 8,Olpe,57462,"Kreis Olpe,Regierungsbezirk Arnsberg,North Rhine-Westphalia",Germany,RM,SH CP,Y,bovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
DE BY 40394,Fleischwaren Munzert GmbH,Rudolf-Strunz-Straße 2,Rehau,95111,"Landkreis Hof,Upper Franconia,Bavaria",Germany,RM,CP,N,bovine porcine,CP - Cutting Plant,,
DE ST 00691 EG,Fleischwerk Weißenfels GmbH,Am Schlachthof 1,Weißenfels,06667,"Burgenlandkreis,Saxony-Anhalt",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE BY 40414 EG,Fleischzentrum Hof GmbH,Hohe Straße 20,Hof,95030,"Hof,Upper Franconia,Bavaria",Germany,RM,SH,Y,,SH - Slaughterhouse,,
DE NI 11844,Fleischzentrum Rettstadt GmbH & Co. KG,OT Windhausen Pfingstanger 2,Bad Grund,37539,"Landkreis Göttingen,Lower Saxony",Germany,RM,SH CP,Y,bovine ovine porcine,SH - Slaughterhouse | CP - Cutting Plant,,
DE NW 20122,Fleischzerlegung Westphal GmbH,Dieselstraße 85,Herzebrock-Clarholz,33442,"Kreis Gütersloh,Regierungsbezirk Detmold,North Rhine-Westphalia",Germany,RM,CP,N,porcine,CP - Cutting Plant,,
